	ligand	receptor	annotation	pathway
PCDHA1|PCDHA1	PCDHA1	PCDHA1	Cell-Cell Contact	PCDH
PCDHA10|PCDHA10	PCDHA10	PCDHA10	Cell-Cell Contact	PCDH
PCDHA11|PCDHA11	PCDHA11	PCDHA11	Cell-Cell Contact	PCDH
PCDHA12|PCDHA12	PCDHA12	PCDHA12	Cell-Cell Contact	PCDH
PCDHA13|PCDHA13	PCDHA13	PCDHA13	Cell-Cell Contact	PCDH
PCDHA2|PCDHA2	PCDHA2	PCDHA2	Cell-Cell Contact	PCDH
PCDHA3|PCDHA3	PCDHA3	PCDHA3	Cell-Cell Contact	PCDH
PCDHA4|PCDHA4	PCDHA4	PCDHA4	Cell-Cell Contact	PCDH
PCDHA5|PCDHA5	PCDHA5	PCDHA5	Cell-Cell Contact	PCDH
PCDHA6|PCDHA6	PCDHA6	PCDHA6	Cell-Cell Contact	PCDH
PCDHA7|PCDHA7	PCDHA7	PCDHA7	Cell-Cell Contact	PCDH
PCDHA8|PCDHA8	PCDHA8	PCDHA8	Cell-Cell Contact	PCDH
PCDHA9|PCDHA9	PCDHA9	PCDHA9	Cell-Cell Contact	PCDH
PCDHAC1|PCDHAC1	PCDHAC1	PCDHAC1	Cell-Cell Contact	PCDH
PCDHAC2|PCDHAC2	PCDHAC2	PCDHAC2	Cell-Cell Contact	PCDH
PCDHB1|PCDHB1	PCDHB1	PCDHB1	Cell-Cell Contact	PCDH
PCDHB10|PCDHB10	PCDHB10	PCDHB10	Cell-Cell Contact	PCDH
PCDHB11|PCDHB11	PCDHB11	PCDHB11	Cell-Cell Contact	PCDH
PCDHB12|PCDHB12	PCDHB12	PCDHB12	Cell-Cell Contact	PCDH
PCDHB13|PCDHB13	PCDHB13	PCDHB13	Cell-Cell Contact	PCDH
PCDHB14|PCDHB14	PCDHB14	PCDHB14	Cell-Cell Contact	PCDH
PCDHB15|PCDHB15	PCDHB15	PCDHB15	Cell-Cell Contact	PCDH
PCDHB16|PCDHB16	PCDHB16	PCDHB16	Cell-Cell Contact	PCDH
PCDHB2|PCDHB2	PCDHB2	PCDHB2	Cell-Cell Contact	PCDH
PCDHB3|PCDHB3	PCDHB3	PCDHB3	Cell-Cell Contact	PCDH
PCDHB4|PCDHB4	PCDHB4	PCDHB4	Cell-Cell Contact	PCDH
PCDHB5|PCDHB5	PCDHB5	PCDHB5	Cell-Cell Contact	PCDH
PCDHB6|PCDHB6	PCDHB6	PCDHB6	Cell-Cell Contact	PCDH
PCDHB7|PCDHB7	PCDHB7	PCDHB7	Cell-Cell Contact	PCDH
PCDHB8|PCDHB8	PCDHB8	PCDHB8	Cell-Cell Contact	PCDH
PCDHB9|PCDHB9	PCDHB9	PCDHB9	Cell-Cell Contact	PCDH
PCDHGA1|PCDHGA1	PCDHGA1	PCDHGA1	Cell-Cell Contact	PCDH
PCDHGA10|PCDHGA10	PCDHGA10	PCDHGA10	Cell-Cell Contact	PCDH
PCDHGA11|PCDHGA11	PCDHGA11	PCDHGA11	Cell-Cell Contact	PCDH
PCDHGA12|PCDHGA12	PCDHGA12	PCDHGA12	Cell-Cell Contact	PCDH
PCDHGA2|PCDHGA2	PCDHGA2	PCDHGA2	Cell-Cell Contact	PCDH
PCDHGA3|PCDHGA3	PCDHGA3	PCDHGA3	Cell-Cell Contact	PCDH
PCDHGA4|PCDHGA4	PCDHGA4	PCDHGA4	Cell-Cell Contact	PCDH
PCDHGA5|PCDHGA5	PCDHGA5	PCDHGA5	Cell-Cell Contact	PCDH
PCDHGA6|PCDHGA6	PCDHGA6	PCDHGA6	Cell-Cell Contact	PCDH
PCDHGA7|PCDHGA7	PCDHGA7	PCDHGA7	Cell-Cell Contact	PCDH
PCDHGA8|PCDHGA8	PCDHGA8	PCDHGA8	Cell-Cell Contact	PCDH
PCDHGA9|PCDHGA9	PCDHGA9	PCDHGA9	Cell-Cell Contact	PCDH
PCDHGB1|PCDHGB1	PCDHGB1	PCDHGB1	Cell-Cell Contact	PCDH
PCDHGB2|PCDHGB2	PCDHGB2	PCDHGB2	Cell-Cell Contact	PCDH
PCDHGB3|PCDHGB3	PCDHGB3	PCDHGB3	Cell-Cell Contact	PCDH
PCDHGB4|PCDHGB4	PCDHGB4	PCDHGB4	Cell-Cell Contact	PCDH
PCDHGB5|PCDHGB5	PCDHGB5	PCDHGB5	Cell-Cell Contact	PCDH
PCDHGB6|PCDHGB6	PCDHGB6	PCDHGB6	Cell-Cell Contact	PCDH
PCDHGB7|PCDHGB7	PCDHGB7	PCDHGB7	Cell-Cell Contact	PCDH
PCDHGC3|PCDHGC3	PCDHGC3	PCDHGC3	Cell-Cell Contact	PCDH
PCDHGC4|PCDHGC4	PCDHGC4	PCDHGC4	Cell-Cell Contact	PCDH
PCDHGC5|PCDHGC5	PCDHGC5	PCDHGC5	Cell-Cell Contact	PCDH
PDCD1LG2|PDCD1	PDCD1LG2	PDCD1	Cell-Cell Contact	PDL2
PDGFA|PDGFRA	PDGFA	PDGFRA	Secreted	PDGF
PDGFA|PDGFRB	PDGFA	PDGFRB	Secreted	PDGF
PDGFB|PDGFRA	PDGFB	PDGFRA	Secreted	PDGF
PDGFB|PDGFRB	PDGFB	PDGFRB	Secreted	PDGF
PDGFC|PDGFRA	PDGFC	PDGFRA	Secreted	PDGF
PDGFD|PDGFRB	PDGFD	PDGFRB	Secreted	PDGF
PECAM1|CD177	PECAM1	CD177	Cell-Cell Contact	PECAM1
PECAM1|CD38	PECAM1	CD38	Cell-Cell Contact	PECAM2
PECAM1|PECAM1	PECAM1	PECAM1	Cell-Cell Contact	PECAM1
PENK|OPRL1	PENK	OPRL1	Secreted	OPIOID
PENK|OPRM1	PENK	OPRM1	Secreted	OPIOID
PF4|CXCR3	PF4	CXCR3	Secreted	CXCL
PF4V1|CXCR3	PF4V1	CXCR3	Secreted	CXCL
PGF|FLT1	PGF	FLT1	Secreted	VEGF
PLAU|PLAUR	PLAU	PLAUR	Secreted	PLAU
PLG|F2R	PLG	F2R	Secreted	PARs
PLG|F2RL1	PLG	F2RL1	Secreted	PARs
PLG|F2RL2	PLG	F2RL2	Secreted	PARs
PLG|F2RL3	PLG	F2RL3	Secreted	PARs
PLG|PARD3	PLG	PARD3	Secreted	PARs
POMC|MC1R	POMC	MC1R	Secreted	MELANOCORTIN
POMC|MC2R	POMC	MC2R	Secreted	MELANOCORTIN
POMC|MC3R	POMC	MC3R	Secreted	MELANOCORTIN
POMC|MC4R	POMC	MC4R	Secreted	MELANOCORTIN
POMC|MC5R	POMC	MC5R	Secreted	MELANOCORTIN
POMC|OPRL1	POMC	OPRL1	Secreted	OPIOID
POMC|OPRM1	POMC	OPRM1	Non-protein Signaling	OPIOID
POSTN|ITGAV_ITGB5	POSTN	ITGAV_ITGB5	Secreted	PERIOSTIN
PPBP|CXCR2	PPBP	CXCR2	Secreted	CXCL
PPIA|BSG	PPIA	BSG	Secreted	CypA
PPY|GPR83	PPY	GPR83	Secreted	NPY
PPY|NPY1R	PPY	NPY1R	Secreted	NPY
PPY|NPY2R	PPY	NPY2R	Secreted	NPY
PPY|NPY4R	PPY	NPY4R	Secreted	NPY
PPY|NPY5R	PPY	NPY5R	Secreted	NPY
PPY|NPY6R	PPY	NPY6R	Secreted	NPY
PRL|PRLR	PRL	PRLR	Secreted	PRL
PRLH|PRLHR	PRLH	PRLHR	Secreted	PRLH
PRNP|ADGRG6	PRNP	ADGRG6	Cell-Cell Contact	ADGRG
PROC|PROCR	PROC	PROCR	Secreted	PROC
PROC|PROCR_F2R	PROC	PROCR_F2R	Secreted	PROCR
PROK1|PROKR1	PROK1	PROKR1	Secreted	PROK
PROK1|PROKR2	PROK1	PROKR2	Secreted	PROK
PROK2|PROKR1	PROK2	PROKR1	Secreted	PROK
PROK2|PROKR2	PROK2	PROKR2	Secreted	PROK
PROS1|AXL	PROS1	AXL	Secreted	PROS
PROS1|MERTK	PROS1	MERTK	Secreted	PROS
PROS1|TYRO3	PROS1	TYRO3	Secreted	PROS
PRSS1|F2R	PRSS1	F2R	Secreted	PARs
PRSS1|F2RL1	PRSS1	F2RL1	Secreted	PARs
PRSS1|F2RL2	PRSS1	F2RL2	Secreted	PARs
PRSS1|F2RL3	PRSS1	F2RL3	Secreted	PARs
PRSS1|PARD3	PRSS1	PARD3	Secreted	PARs
PRSS2|F2R	PRSS2	F2R	Secreted	PARs
PRSS2|F2RL1	PRSS2	F2RL1	Secreted	PARs
PRSS2|F2RL2	PRSS2	F2RL2	Secreted	PARs
PRSS2|F2RL3	PRSS2	F2RL3	Secreted	PARs
PRSS2|PARD3	PRSS2	PARD3	Secreted	PARs
PRSS3|F2R	PRSS3	F2R	Secreted	PARs
PRSS3|F2RL1	PRSS3	F2RL1	Secreted	PARs
PRSS3|F2RL2	PRSS3	F2RL2	Secreted	PARs
PRSS3|F2RL3	PRSS3	F2RL3	Secreted	PARs
PRSS3|PARD3	PRSS3	PARD3	Secreted	PARs
PRXL2B|PTGFR	PRXL2B	PTGFR	Non-protein Signaling	Prostaglandin
PSAP|GPR37	PSAP	GPR37	Secreted	PSAP
PSAP|GPR37L1	PSAP	GPR37L1	Secreted	PSAP
PSPN|GFRA4_RET	PSPN	GFRA4_RET	Secreted	GDNF
PTGDS|PTGDR	PTGDS	PTGDR	Non-protein Signaling	Prostaglandin
PTGDS|PTGDR2	PTGDS	PTGDR2	Non-protein Signaling	Prostaglandin
PTGES|PTGER1	PTGES	PTGER1	Non-protein Signaling	Prostaglandin
PTGES|PTGER2	PTGES	PTGER2	Non-protein Signaling	Prostaglandin
PTGES|PTGER3	PTGES	PTGER3	Non-protein Signaling	Prostaglandin
PTGES|PTGER4	PTGES	PTGER4	Non-protein Signaling	Prostaglandin
PTGES2|PTGER1	PTGES2	PTGER1	Non-protein Signaling	Prostaglandin
PTGES2|PTGER2	PTGES2	PTGER2	Non-protein Signaling	Prostaglandin
PTGES2|PTGER3	PTGES2	PTGER3	Non-protein Signaling	Prostaglandin
PTGES2|PTGER4	PTGES2	PTGER4	Non-protein Signaling	Prostaglandin
PTGES3|PTGER1	PTGES3	PTGER1	Non-protein Signaling	Prostaglandin
PTGES3|PTGER2	PTGES3	PTGER2	Non-protein Signaling	Prostaglandin
PTGES3|PTGER3	PTGES3	PTGER3	Non-protein Signaling	Prostaglandin
PTGES3|PTGER4	PTGES3	PTGER4	Non-protein Signaling	Prostaglandin
PTGIS|PTGIR	PTGIS	PTGIR	Non-protein Signaling	Prostaglandin
PTGR1|LTB4R	PTGR1	LTB4R	Non-protein Signaling	12oxoLTB4
PTGR1|LTB4R2	PTGR1	LTB4R2	Non-protein Signaling	12oxoLTB5
PTH|PTH1R	PTH	PTH1R	Secreted	PTH
PTH2|PTH1R	PTH2	PTH1R	Secreted	PTH
PTHLH|PTH1R	PTHLH	PTH1R	Secreted	PTH
PTN|ALK	PTN	ALK	Secreted	PTN
PTN|NCL	PTN	NCL	Secreted	PTN
PTN|PTPRZ1	PTN	PTPRZ1	Secreted	PTN
PTN|SDC1	PTN	SDC1	Secreted	PTN
PTN|SDC2	PTN	SDC2	Secreted	PTN
PTN|SDC3	PTN	SDC3	Secreted	PTN
PTN|SDC4	PTN	SDC4	Secreted	PTN
PTPRC|CD22	PTPRC	CD22	Cell-Cell Contact	CD45
PTPRC|MRC1	PTPRC	MRC1	Cell-Cell Contact	CD45
PTPRM|PTPRM	PTPRM	PTPRM	Cell-Cell Contact	PTPRM
PTPRS|LRRTM4	PTPRS	LRRTM4	Cell-Cell Contact	PTPR
PTPRS|NTRK3	PTPRS	NTRK3	Secreted	PTPR
PVR|CD226	PVR	CD226	Cell-Cell Contact	PVR
PVR|TIGIT	PVR	TIGIT	Cell-Cell Contact	PVR
PYY|GPR83	PYY	GPR83	Secreted	NPY
PYY|NPY1R	PYY	NPY1R	Secreted	NPY
PYY|NPY2R	PYY	NPY2R	Secreted	NPY
PYY|NPY4R	PYY	NPY4R	Secreted	NPY
PYY|NPY5R	PYY	NPY5R	Secreted	NPY
PYY|NPY6R	PYY	NPY6R	Secreted	NPY
QRFP|QRFPR	QRFP	QRFPR	Secreted	QRFP
RAET1E|KLRK1	RAET1E	KLRK1	Cell-Cell Contact	MHC-I
RAET1E|KLRK1_HCST	RAET1E	KLRK1_HCST	Secreted	MHC-I
RAET1G|KLRK1	RAET1G	KLRK1	Cell-Cell Contact	MHC-I
RAET1L|KLRK1	RAET1L	KLRK1	Cell-Cell Contact	MHC-I
RARRES2|CMKLR1	RARRES2	CMKLR1	Secreted	CHEMERIN
RARRES2|GPR1	RARRES2	GPR1	Secreted	CHEMERIN
RBP4|STRA6	RBP4	STRA6	Secreted	RBP4
RELN|ITGA3_ITGB1	RELN	ITGA3_ITGB1	ECM-Receptor	RELN
RELN|LRP8	RELN	LRP8	ECM-Receptor	RELN
RELN|VLDLR	RELN	VLDLR	ECM-Receptor	RELN
RETN|CAP1	RETN	CAP1	Secreted	RESISTIN
RETN|TLR4	RETN	TLR4	Secreted	RESISTIN
RLN1|RXFP1	RLN1	RXFP1	Secreted	RLN
RLN1|RXFP2	RLN1	RXFP2	Secreted	RLN
RLN1|RXFP3	RLN1	RXFP3	Secreted	RLN
RLN1|RXFP4	RLN1	RXFP4	Secreted	RLN
RLN3|RXFP1	RLN3	RXFP1	Secreted	RLN
RLN3|RXFP2	RLN3	RXFP2	Secreted	RLN
RLN3|RXFP3	RLN3	RXFP3	Secreted	RLN
RLN3|RXFP4	RLN3	RXFP4	Secreted	RLN
RTN4R|ADGRB1	RTN4R	ADGRB1	Cell-Cell Contact	ADGRB
SAA1|FPR2	SAA1	FPR2	Secreted	SAA
SCGB3A2|MARCO	SCGB3A2	MARCO	Secreted	UGRP1
SCT|SCTR	SCT	SCTR	Secreted	SCT
SDC1|ADGRA2	SDC1	ADGRA2	Cell-Cell Contact	ADGRA
SDC2|ADGRA2	SDC2	ADGRA2	Cell-Cell Contact	ADGRA
SELE|CD44	SELE	CD44	Cell-Cell Contact	SELE
SELE|CEACAM1	SELE	CEACAM1	Cell-Cell Contact	CEACAM
SELE|GLG1	SELE	GLG1	Cell-Cell Contact	SELE
SELL|CD34	SELL	CD34	Cell-Cell Contact	SELL
SELL|GLYCAM1	SELL	GLYCAM1	Cell-Cell Contact	SELL
SELL|MADCAM1	SELL	MADCAM1	Cell-Cell Contact	SELL
SELL|PODXL	SELL	PODXL	Cell-Cell Contact	SELL
SELPLG|SELE	SELPLG	SELE	Cell-Cell Contact	SELPLG
SELPLG|SELL	SELPLG	SELL	Cell-Cell Contact	SELPLG
SELPLG|SELP	SELPLG	SELP	Cell-Cell Contact	SELPLG
SEMA3A|NRP1_PLXNA1	SEMA3A	NRP1_PLXNA1	Secreted	SEMA3
SEMA3A|NRP1_PLXNA2	SEMA3A	NRP1_PLXNA2	Secreted	SEMA3
SEMA3A|PLXNA3_NRP1	SEMA3A	PLXNA3_NRP1	Secreted	SEMA3
SEMA3A|PLXNA4_NRP1	SEMA3A	PLXNA4_NRP1	Secreted	SEMA3
SEMA3B|NRP1_PLXNA1	SEMA3B	NRP1_PLXNA1	Secreted	SEMA3
SEMA3B|NRP1_PLXNA2	SEMA3B	NRP1_PLXNA2	Secreted	SEMA3
SEMA3B|NRP2_PLXNA2	SEMA3B	NRP2_PLXNA2	Secreted	SEMA3
SEMA3B|PLXNA1_NRP2	SEMA3B	PLXNA1_NRP2	Secreted	SEMA3
SEMA3B|PLXNA3_NRP1	SEMA3B	PLXNA3_NRP1	Secreted	SEMA3
SEMA3B|PLXNA3_NRP2	SEMA3B	PLXNA3_NRP2	Secreted	SEMA3
SEMA3B|PLXNA4_NRP1	SEMA3B	PLXNA4_NRP1	Secreted	SEMA3
SEMA3B|PLXNA4_NRP2	SEMA3B	PLXNA4_NRP2	Secreted	SEMA3
SEMA3C|NRP1_PLXNA1	SEMA3C	NRP1_PLXNA1	Secreted	SEMA3
SEMA3C|NRP1_PLXNA2	SEMA3C	NRP1_PLXNA2	Secreted	SEMA3
SEMA3C|NRP1_PLXND1_NRP2	SEMA3C	NRP1_PLXND1_NRP2	Secreted	SEMA3
SEMA3C|NRP2_PLXNA2	SEMA3C	NRP2_PLXNA2	Secreted	SEMA3
SEMA3C|PLXNA1_NRP2	SEMA3C	PLXNA1_NRP2	Secreted	SEMA3
SEMA3C|PLXNA3_NRP1	SEMA3C	PLXNA3_NRP1	Secreted	SEMA3
SEMA3C|PLXNA3_NRP2	SEMA3C	PLXNA3_NRP2	Secreted	SEMA3
SEMA3C|PLXNA4_NRP1	SEMA3C	PLXNA4_NRP1	Secreted	SEMA3
SEMA3C|PLXNA4_NRP2	SEMA3C	PLXNA4_NRP2	Secreted	SEMA3
SEMA3C|PLXND1	SEMA3C	PLXND1	Secreted	SEMA3
SEMA3D|NRP1_PLXNA1	SEMA3D	NRP1_PLXNA1	Secreted	SEMA3
SEMA3D|NRP1_PLXNA2	SEMA3D	NRP1_PLXNA2	Secreted	SEMA3
SEMA3D|NRP2_PLXNA2	SEMA3D	NRP2_PLXNA2	Secreted	SEMA3
SEMA3D|PLXNA1_NRP2	SEMA3D	PLXNA1_NRP2	Secreted	SEMA3
SEMA3D|PLXNA3_NRP1	SEMA3D	PLXNA3_NRP1	Secreted	SEMA3
SEMA3D|PLXNA3_NRP2	SEMA3D	PLXNA3_NRP2	Secreted	SEMA3
SEMA3D|PLXNA4_NRP1	SEMA3D	PLXNA4_NRP1	Secreted	SEMA3
SEMA3D|PLXNA4_NRP2	SEMA3D	PLXNA4_NRP2	Secreted	SEMA3
SEMA3E|PLXND1	SEMA3E	PLXND1	Secreted	SEMA3
SEMA3F|NRP2_PLXNA2	SEMA3F	NRP2_PLXNA2	Secreted	SEMA3
SEMA3F|PLXNA1_NRP2	SEMA3F	PLXNA1_NRP2	Secreted	SEMA3
SEMA3F|PLXNA3_NRP2	SEMA3F	PLXNA3_NRP2	Secreted	SEMA3
SEMA3F|PLXNA4_NRP2	SEMA3F	PLXNA4_NRP2	Secreted	SEMA3
SEMA3G|NRP2_PLXNA2	SEMA3G	NRP2_PLXNA2	Secreted	SEMA3
SEMA3G|PLXNA1_NRP2	SEMA3G	PLXNA1_NRP2	Secreted	SEMA3
SEMA3G|PLXNA3_NRP2	SEMA3G	PLXNA3_NRP2	Secreted	SEMA3
SEMA3G|PLXNA4_NRP2	SEMA3G	PLXNA4_NRP2	Secreted	SEMA3
SEMA4A|NRP1_PLXNA1	SEMA4A	NRP1_PLXNA1	Cell-Cell Contact	SEMA4
SEMA4A|NRP1_PLXNA2	SEMA4A	NRP1_PLXNA2	Cell-Cell Contact	SEMA4
SEMA4A|PLXNA3_NRP1	SEMA4A	PLXNA3_NRP1	Cell-Cell Contact	SEMA4
SEMA4A|PLXNA4_NRP1	SEMA4A	PLXNA4_NRP1	Cell-Cell Contact	SEMA4
SEMA4A|PLXNB1	SEMA4A	PLXNB1	Cell-Cell Contact	SEMA4
SEMA4A|PLXNB2	SEMA4A	PLXNB2	Cell-Cell Contact	SEMA4
SEMA4A|PLXNB3	SEMA4A	PLXNB3	Cell-Cell Contact	SEMA4
SEMA4C|PLXNB2	SEMA4C	PLXNB2	Cell-Cell Contact	SEMA4
SEMA4D|CD72	SEMA4D	CD72	Cell-Cell Contact	SEMA4
SEMA4D|PLXNB1	SEMA4D	PLXNB1	Cell-Cell Contact	SEMA4
SEMA4D|PLXNB2	SEMA4D	PLXNB2	Cell-Cell Contact	SEMA4
SEMA4D|PLXNB3	SEMA4D	PLXNB3	Cell-Cell Contact	SEMA4
SEMA4G|PLXNB2	SEMA4G	PLXNB2	Cell-Cell Contact	SEMA4
SEMA5A|PLXNA1	SEMA5A	PLXNA1	Cell-Cell Contact	SEMA5
SEMA5A|PLXNA3	SEMA5A	PLXNA3	Cell-Cell Contact	SEMA5
SEMA5A|PLXNB3	SEMA5A	PLXNB3	Cell-Cell Contact	SEMA5
SEMA5B|PLXNA1	SEMA5B	PLXNA1	Cell-Cell Contact	SEMA5
SEMA5B|PLXNA3	SEMA5B	PLXNA3	Cell-Cell Contact	SEMA5
SEMA6A|PLXNA2	SEMA6A	PLXNA2	Cell-Cell Contact	SEMA6
SEMA6A|PLXNA4	SEMA6A	PLXNA4	Cell-Cell Contact	SEMA6
SEMA6B|PLXNA2	SEMA6B	PLXNA2	Cell-Cell Contact	SEMA6
SEMA6B|PLXNA4	SEMA6B	PLXNA4	Cell-Cell Contact	SEMA6
SEMA6D|KDR_PLXNA1	SEMA6D	KDR_PLXNA1	Cell-Cell Contact	SEMA6
SEMA6D|PLXNA1	SEMA6D	PLXNA1	Cell-Cell Contact	SEMA6
SEMA6D|TREM2_TYROBP_PLXNA1	SEMA6D	TREM2_TYROBP_PLXNA1	Cell-Cell Contact	SEMA6
SEMA7A|ITGB1_ITGA1	SEMA7A	ITGB1_ITGA1	Cell-Cell Contact	SEMA7
SEMA7A|PLXNC1	SEMA7A	PLXNC1	Cell-Cell Contact	SEMA7
SFTPD|ADGRE5	SFTPD	ADGRE5	Cell-Cell Contact	ADGRE
SHH|PTCH1_SMO	SHH	PTCH1_SMO	Secreted	HH
SHH|PTCH2_SMO	SHH	PTCH2_SMO	Secreted	HH
SIGLEC1|SPN	SIGLEC1	SPN	Cell-Cell Contact	SN
SIRPG|CD47	SIRPG	CD47	Cell-Cell Contact	SIRP
SLIT1|ROBO1	SLIT1	ROBO1	Secreted	SLIT
SLIT2|ROBO1	SLIT2	ROBO1	Secreted	SLIT
SLIT2|ROBO2	SLIT2	ROBO2	Secreted	SLIT
SLITRK1|PTPRD	SLITRK1	PTPRD	Secreted	SLITRK
SLITRK1|PTPRS	SLITRK1	PTPRS	Secreted	SLITRK
SLITRK2|PTPRD	SLITRK2	PTPRD	Secreted	SLITRK
SLITRK2|PTPRS	SLITRK2	PTPRS	Secreted	SLITRK
SLITRK4|PTPRS	SLITRK4	PTPRS	Secreted	SLITRK
SLITRK5|PTPRS	SLITRK5	PTPRS	Secreted	SLITRK
SLITRK6|PTPRS	SLITRK6	PTPRS	Secreted	SLITRK
SPP1|CD44	SPP1	CD44	Secreted	SPP1
SPP1|ITGA4_ITGB1	SPP1	ITGA4_ITGB1	Secreted	SPP1
SPP1|ITGA5_ITGB1	SPP1	ITGA5_ITGB1	Secreted	SPP1
SPP1|ITGA8_ITGB1	SPP1	ITGA8_ITGB1	Secreted	SPP1
SPP1|ITGA9_ITGB1	SPP1	ITGA9_ITGB1	Secreted	SPP1
SPP1|ITGAV_ITGB1	SPP1	ITGAV_ITGB1	Secreted	SPP1
SPP1|ITGAV_ITGB5	SPP1	ITGAV_ITGB5	Secreted	SPP1
SPP1|ITGAV_ITGB6	SPP1	ITGAV_ITGB6	Secreted	SPP1
SRD5A1|AR	SRD5A1	AR	Non-protein Signaling	DHT
SRD5A2|AR	SRD5A2	AR	Non-protein Signaling	DHT
SRD5A3|AR	SRD5A3	AR	Non-protein Signaling	DHT
SULT1A1|PPARA	SULT1A1	PPARA	Non-protein Signaling	DHEAS
SULT1A1|PPARD	SULT1A1	PPARD	Non-protein Signaling	DHEAS
SULT1A1|PPARG	SULT1A1	PPARG	Non-protein Signaling	DHEAS
SULT1E1|PPARA	SULT1E1	PPARA	Non-protein Signaling	DHEAS
SULT1E1|PPARD	SULT1E1	PPARD	Non-protein Signaling	DHEAS
SULT1E1|PPARG	SULT1E1	PPARG	Non-protein Signaling	DHEAS
SULT2A1|PPARA	SULT2A1	PPARA	Non-protein Signaling	DHEAS
SULT2A1|PPARD	SULT2A1	PPARD	Non-protein Signaling	DHEAS
SULT2A1|PPARG	SULT2A1	PPARG	Non-protein Signaling	DHEAS
TAC3|TACR3	TAC3	TACR3	Secreted	TAC
TAC4|TACR1	TAC4	TACR1	Secreted	TAC
TAFA4|FPR1	TAFA4	FPR1	Secreted	TAFA
TAX1BP3|ADGRB1	TAX1BP3	ADGRB1	Cell-Cell Contact	ADGRB
TAX1BP3|ADGRB2	TAX1BP3	ADGRB2	Cell-Cell Contact	ADGRB
TBXAS1|TBXA2R	TBXAS1	TBXA2R	Non-protein Signaling	TXA2
TENM1|ADGRL1	TENM1	ADGRL1	Cell-Cell Contact	ADGRL
TENM1|ADGRL2	TENM1	ADGRL2	Cell-Cell Contact	ADGRL
TENM1|ADGRL3	TENM1	ADGRL3	Cell-Cell Contact	ADGRL
TENM2|ADGRL1	TENM2	ADGRL1	Cell-Cell Contact	ADGRL
TENM2|ADGRL2	TENM2	ADGRL2	Cell-Cell Contact	ADGRL
TENM2|ADGRL3	TENM2	ADGRL3	Cell-Cell Contact	ADGRL
TENM3|ADGRL1	TENM3	ADGRL1	Cell-Cell Contact	ADGRL
TENM3|ADGRL2	TENM3	ADGRL2	Cell-Cell Contact	ADGRL
TENM3|ADGRL3	TENM3	ADGRL3	Cell-Cell Contact	ADGRL
TENM4|ADGRL1	TENM4	ADGRL1	Cell-Cell Contact	ADGRL
TENM4|ADGRL2	TENM4	ADGRL2	Cell-Cell Contact	ADGRL
TENM4|ADGRL3	TENM4	ADGRL3	Cell-Cell Contact	ADGRL
TGFA|EGFR	TGFA	EGFR	Secreted	EGF
TGFB1|TGFBR2_ACVR1B	TGFB1	TGFBR2_ACVR1B	Secreted	TGFb
TGFB1|TGFBR2_ACVR1C	TGFB1	TGFBR2_ACVR1C	Secreted	TGFb
TGFB1|TGFBR2_ACVR1_TGFBR1	TGFB1	TGFBR2_ACVR1_TGFBR1	Secreted	TGFb
TGFB1|TGFBR2_TGFBR1	TGFB1	TGFBR2_TGFBR1	Secreted	TGFb
TGFB2|TGFBR2_ACVR1B	TGFB2	TGFBR2_ACVR1B	Secreted	TGFb
TGFB2|TGFBR2_ACVR1C	TGFB2	TGFBR2_ACVR1C	Secreted	TGFb
TGFB2|TGFBR2_ACVR1_TGFBR1	TGFB2	TGFBR2_ACVR1_TGFBR1	Secreted	TGFb
TGFB2|TGFBR2_TGFBR1	TGFB2	TGFBR2_TGFBR1	Secreted	TGFb
TGFB3|TGFBR2_ACVR1B	TGFB3	TGFBR2_ACVR1B	Secreted	TGFb
TGFB3|TGFBR2_ACVR1C	TGFB3	TGFBR2_ACVR1C	Secreted	TGFb
TGFB3|TGFBR2_ACVR1_TGFBR1	TGFB3	TGFBR2_ACVR1_TGFBR1	Secreted	TGFb
TGFB3|TGFBR2_TGFBR1	TGFB3	TGFBR2_TGFBR1	Secreted	TGFb
TGM2|ADGRG1	TGM2	ADGRG1	Cell-Cell Contact	ADGRG
THBS1|CD36	THBS1	CD36	ECM-Receptor	THBS
THBS1|CD47	THBS1	CD47	ECM-Receptor	THBS
THBS1|ITGA3_ITGB1	THBS1	ITGA3_ITGB1	ECM-Receptor	THBS
THBS1|SDC1	THBS1	SDC1	ECM-Receptor	THBS
THBS1|SDC4	THBS1	SDC4	ECM-Receptor	THBS
THBS2|CD36	THBS2	CD36	ECM-Receptor	THBS
THBS2|CD47	THBS2	CD47	ECM-Receptor	THBS
THBS2|ITGA3_ITGB1	THBS2	ITGA3_ITGB1	ECM-Receptor	THBS
THBS2|SDC1	THBS2	SDC1	ECM-Receptor	THBS
THBS2|SDC4	THBS2	SDC4	ECM-Receptor	THBS
THBS3|CD36	THBS3	CD36	ECM-Receptor	THBS
THBS3|CD47	THBS3	CD47	ECM-Receptor	THBS
THBS3|ITGA3_ITGB1	THBS3	ITGA3_ITGB1	ECM-Receptor	THBS
THBS3|SDC1	THBS3	SDC1	ECM-Receptor	THBS
THBS3|SDC4	THBS3	SDC4	ECM-Receptor	THBS
THBS4|CD36	THBS4	CD36	ECM-Receptor	THBS
THBS4|CD47	THBS4	CD47	ECM-Receptor	THBS
THBS4|ITGA3_ITGB1	THBS4	ITGA3_ITGB1	ECM-Receptor	THBS
THBS4|SDC1	THBS4	SDC1	ECM-Receptor	THBS
